show,date,name,gender
Face the Nation,9/15/13,Elizabeth Palmer,f
Face the Nation,9/15/13,Margaret Brennan,f
Fox News Sunday,9/15/13,Michael McCaul ,m
Fox News Sunday,9/15/13,Jane Harman,f
Fox News Sunday,9/15/13,Chris Van Hollen,m
Meet the Press,9/15/13,Roy Blunt,m
Meet the Press,9/15/13,Richard Wolffe,m
Meet the Press,9/15/13,Thomas Friedman,m
Meet the Press,9/15/13,Jeffrey Goldberg,m
Meet the Press,9/15/13,Barney Frank,m
Meet the Press,9/15/13,Hank Paulson,m
Meet the Press,9/15/13,Robin Wright,f
Meet the Press,9/15/13,Robert Menendez,m
Meet the Press,9/15/13,Kathleen Parker,f
Meet the Press,9/15/13,Ana Navarro,f
Meet the Press,9/15/13,Maria Bartiromo,f
Meet the Press,9/15/13,Bob Woodward,m
Meet the Press,9/15/13,Andrea Mitchell,f
State of the Union,9/15/13,Adam B. Schiff,m
State of the Union,9/15/13,Donna Brazile,f
State of the Union,9/15/13,Elijah E. Cummings,m
State of the Union,9/15/13,Neera Tanden,f
State of the Union,9/15/13,Nicholas Burns,m
State of the Union,9/15/13,David Kay,m
State of the Union,9/15/13,Anthony Zinni,m
State of the Union,9/15/13,Danielle Pletka,f
State of the Union,9/15/13,Jeremy Bash,m
State of the Union,9/15/13,Newt Gingrich,m
State of the Union,9/15/13,Jason Chaffetz ,m
State of the Union,9/15/13,Mike D. Rogers,m
State of the Union,9/15/13,Ana Navarro,f
State of the Union,9/15/13,Ron Johnson,m
State of the Union,9/15/13,Cornell Belcher,m
State of the Union,9/15/13,S.E. Cupp,f
This Week,9/15/13,Barack Obama,m
This Week,9/15/13,Robert Schenkkan,m
This Week,9/15/13,Matthew Dowd,m
This Week,9/15/13,Paul Gigot,m
This Week,9/15/13,Cokie Roberts,f
This Week,9/15/13,Donna Edwards,f
This Week,9/15/13,Justin Amash,m
Face the Nation,9/22/13,Nancy Gibbs,f
Face the Nation,9/22/13,Bobby Ghosh,m
Face the Nation,9/22/13,Matt Salmon,m
Face the Nation,9/22/13,Joe Manchin III,m
Face the Nation,9/22/13,David Sanger,m
Face the Nation,9/22/13,Henry Kissinger,m
Face the Nation,9/22/13,John Dickerson,m
Face the Nation,9/22/13,Tom Coburn,m
Fox News Sunday,9/22/13,Brit Hume,m
Fox News Sunday,9/22/13,Dennis J. Kucinich,m
Fox News Sunday,9/22/13,Ted Cruz,m
Fox News Sunday,9/22/13,Karl Rove,m
Fox News Sunday,9/22/13,Ivanka Trump,f
Fox News Sunday,9/22/13,Amy Walter,f
Fox News Sunday,9/22/13,Charles Duefler,m
Fox News Sunday,9/22/13,Claire McCaskill,f
Meet the Press,9/22/13,Bill Kristol,m
Meet the Press,9/22/13,Marsha Blackburn ,f
Meet the Press,9/22/13,Sandy Phillips,f
Meet the Press,9/22/13,Amy Klobuchar,f
Meet the Press,9/22/13,Robert Gibbs,m
Meet the Press,9/22/13,Barbara Lee,f
Meet the Press,9/22/13,Kimberley Strassel,f
Meet the Press,9/22/13,Mike Lee,m
Meet the Press,9/22/13,Wayne LaPierre,m
Meet the Press,9/22/13,Tavis Smiley,m
State of the Union,9/22/13,Donna Brazile,f
State of the Union,9/22/13,Kevin Madden,m
State of the Union,9/22/13,Al Cardenas,m
State of the Union,9/22/13,Nancy Pelosi,f
State of the Union,9/22/13,Joe Lockhart,m
This Week,9/22/13,Tom Graves,m
This Week,9/22/13,Robert Reich,m
This Week,9/22/13,Gwen Ifill,f
This Week,9/22/13,Jonathan Karl,m
This Week,9/22/13,Newt Gingrich,m
This Week,9/22/13,Chris Van Hollen,m
This Week,9/22/13,Billie Jean King,f
Face the Nation,9/29/13,Marsha Blackburn ,f
Face the Nation,9/29/13,Richard J. Durbin,m
Face the Nation,9/29/13,Neera Tanden,f
Face the Nation,9/29/13,Gerald Seib,m
Face the Nation,9/29/13,David Ignatius,m
Face the Nation,9/29/13,Chris Chocola,m
Face the Nation,9/29/13,Rand Paul,m
Face the Nation,9/29/13,Clarissa Ward,f
Face the Nation,9/29/13,Chris Van Hollen,m
Face the Nation,9/29/13,John Dickerson,m
Fox News Sunday,9/29/13,Kevin McCarthy,m
Fox News Sunday,9/29/13,Brit Hume,m
Fox News Sunday,9/29/13,Harvey Barnum Jr.,m
Fox News Sunday,9/29/13,Kimberley Strassel,f
Fox News Sunday,9/29/13,Evan Bayh,m
Fox News Sunday,9/29/13,Mike Lee,m
Fox News Sunday,9/29/13,Juan Williams,m
Fox News Sunday,9/29/13,Tim Kaine,m
Meet the Press,9/29/13,Chris Matthews,m
Meet the Press,9/29/13,Ted Cruz,m
Meet the Press,9/29/13,Jon M. Huntsman Jr.,m
Meet the Press,9/29/13,Raul R. Labrador,m
Meet the Press,9/29/13,Dee Dee Myers,f
State of the Union,9/29/13,Cathy McMorris Rodgers ,f
State of the Union,9/29/13,John Podesta,m
State of the Union,9/29/13,Howard Dean,m
State of the Union,9/29/13,Artur Davis,m
State of the Union,9/29/13,Ben Ferguson,m
State of the Union,9/29/13,John Barrasso,m
State of the Union,9/29/13,Ruth Marcus,f
This Week,9/29/13,Bill Kristol,m
This Week,9/29/13,Jennifer Granholm,f
This Week,9/29/13,Jeff Strueker,m
This Week,9/29/13,Matthew Dowd,m
This Week,9/29/13,Bill Clinton,m
This Week,9/29/13,Paul Krugman,m
This Week,9/29/13,Mohammed Javad Zarif,m
Face the Nation,10/6/13,Dana Milbank,m
Face the Nation,10/6/13,Jack Lew,m
Face the Nation,10/6/13,Gwen Ifill,f
Face the Nation,10/6/13,Jim VandeHei,m
Face the Nation,10/6/13,Benjamin Netanyahu,m
Face the Nation,10/6/13,John Cornyn,m
Face the Nation,10/6/13,John Dickerson,m
Fox News Sunday,10/6/13,Tom Graves,m
Fox News Sunday,10/6/13,Flora Darpino,f
Fox News Sunday,10/6/13,Peter T. King,m
Fox News Sunday,10/6/13,Jack Lew,m
Fox News Sunday,10/6/13,George Will,m
Fox News Sunday,10/6/13,Kirsten Powers,f
Fox News Sunday,10/6/13,Karl Rove,m
Fox News Sunday,10/6/13,Joe Trippi,m
Meet the Press,10/6/13,Jack Lew,m
Meet the Press,10/6/13,Rand Paul,m
Meet the Press,10/6/13,Steve Inskeep,m
Meet the Press,10/6/13,Mike Murphy,m
Meet the Press,10/6/13,Marcia L. Fudge,f
State of the Union,10/6/13,Stephanie Cutter,f
State of the Union,10/6/13,Jack Lew,m
State of the Union,10/6/13,Ted Cruz,m
State of the Union,10/6/13,Steve King,m
State of the Union,10/6/13,Donna Edwards,f
State of the Union,10/6/13,Ross Douthat,m
This Week,10/6/13,Soledad O'Brien,f
This Week,10/6/13,Charles E. Schumer,m
This Week,10/6/13,Jonathan Karl,m
This Week,10/6/13,Mick Mulvaney ,m
This Week,10/6/13,John A. Boehner,m
This Week,10/6/13,Alexis Ohanian,m
This Week,10/6/13,Paul Gigot,m
This Week,10/6/13,Cokie Roberts,f
This Week,10/6/13,Steven Rattner,m
Face the Nation,10/13/13,Kelly Ayotte,f
Face the Nation,10/13/13,Dan Balz,m
Face the Nation,10/13/13,John McCain,m
Face the Nation,10/13/13,Charles E. Schumer,m
Face the Nation,10/13/13,Kimberley Strassel,f
Face the Nation,10/13/13,Newt Gingrich,m
Face the Nation,10/13/13,Dee Dee Myers,f
Fox News Sunday,10/13/13,Jim Jordan,m
Fox News Sunday,10/13/13,Dana Perino,f
Fox News Sunday,10/13/13,Joe Manchin III,m
Fox News Sunday,10/13/13,George Will,m
Fox News Sunday,10/13/13,Evan Bayh,m
Fox News Sunday,10/13/13,Barry Black,m
Fox News Sunday,10/13/13,Juan Williams,m
Fox News Sunday,10/13/13,Bob Corker,m
Meet the Press,10/13/13,Richard J. Durbin,m
Meet the Press,10/13/13,Leon E. Panetta,m
Meet the Press,10/13/13,Chuck Todd,m
Meet the Press,10/13/13,Judy Woodruff,f
Meet the Press,10/13/13,Rob Portman,m
Meet the Press,10/13/13,Kathleen Parker,f
Meet the Press,10/13/13,Harold E. Ford Jr.,m
State of the Union,10/13/13,Rand Paul,m
State of the Union,10/13/13,Newt Gingrich,m
State of the Union,10/13/13,Brian Schweitzer,m
This Week,10/13/13,Peggy Noonan,f
This Week,10/13/13,Dan Senor,m
This Week,10/13/13,David Plouffe,m
This Week,10/13/13,Shiza Shahid,f
This Week,10/13/13,David Milliband,m
This Week,10/13/13,Julian Assange,m
This Week,10/13/13,Lindsey Graham,m
This Week,10/13/13,Raul R. Labrador,m
This Week,10/13/13,Paul Krugman,m
This Week,10/13/13,Keith Ellison,m
Face the Nation,10/20/13,Mark Warner,m
Face the Nation,10/20/13,Michael Gerson,m
Face the Nation,10/20/13,Mark Zandi,m
Face the Nation,10/20/13,Gerald Seib,m
Face the Nation,10/20/13,Mitch McConnell,m
Face the Nation,10/20/13,Lindsey Graham,m
Face the Nation,10/20/13,Rana Foroohar,f
Face the Nation,10/20/13,Stuart Rothenberg,m
Fox News Sunday,10/20/13,Roy Blunt,m
Fox News Sunday,10/20/13,Richard J. Durbin,m
Fox News Sunday,10/20/13,Brit Hume,m
Fox News Sunday,10/20/13,Michael Needham,m
Fox News Sunday,10/20/13,George Will,m
Fox News Sunday,10/20/13,Julie Pace,f
Fox News Sunday,10/20/13,Marco Rubio,m
Fox News Sunday,10/20/13,Charles Lane,m
Meet the Press,10/20/13,Jack Lew,m
Meet the Press,10/20/13,Chuck Todd,m
Meet the Press,10/20/13,Charles E. Schumer,m
Meet the Press,10/20/13,Robert Shiller,m
Meet the Press,10/20/13,E.J. Dionne,m
Meet the Press,10/20/13,David Brooks,m
Meet the Press,10/20/13,Maria Bartiromo,f
Meet the Press,10/20/13,Tom Coburn,m
Meet the Press,10/20/13,Andrea Mitchell,f
State of the Union,10/20/13,Donna Brazile,f
State of the Union,10/20/13,John McCain,m
State of the Union,10/20/13,Ted Cruz,m
State of the Union,10/20/13,Alex Castellanos,m
State of the Union,10/20/13,Ryan Lizza,m
This Week,10/20/13,Adam Kinzinger,m
This Week,10/20/13,Lupita Nyong'o,f
This Week,10/20/13,Peter Baker,m
This Week,10/20/13,Ted Cruz,m
This Week,10/20/13,Nancy Pelosi,f
This Week,10/20/13,Matthew Dowd,m
This Week,10/20/13,Donna Edwards,f
This Week,10/20/13,Jeb Bush,m
Face the Nation,10/27/13,Bill Kristol,m
Face the Nation,10/27/13,Donna Brazile,f
Face the Nation,10/27/13,Darrell Issa,m
Face the Nation,10/27/13,Joshua Dubois,m
Face the Nation,10/27/13,Jeanne Shaheen,f
Face the Nation,10/27/13,S.E. Cupp,f
Fox News Sunday,10/27/13,Marsha Blackburn ,f
Fox News Sunday,10/27/13,Xavier Becerra,m
Fox News Sunday,10/27/13,Brit Hume,m
Fox News Sunday,10/27/13,Peter Baker,m
Fox News Sunday,10/27/13,George Will,m
Fox News Sunday,10/27/13,Juan Williams,m
Fox News Sunday,10/27/13,Bobby Jindal,m
Fox News Sunday,10/27/13,Charles Krauthammer,m
Meet the Press,10/27/13,Jennifer Granholm,f
Meet the Press,10/27/13,Neera Tanden,f
Meet the Press,10/27/13,Peter T. King,m
Meet the Press,10/27/13,Chuck Todd,m
Meet the Press,10/27/13,Rick Santorum,m
Meet the Press,10/27/13,Steve Beshear,m
Meet the Press,10/27/13,Alex Castellanos,m
Meet the Press,10/27/13,Patrick J. Geraghty,m
Meet the Press,10/27/13,John Kasich,m
Meet the Press,10/27/13,Andrea Mitchell,f
State of the Union,10/27/13,A.B. Stoddard,f
State of the Union,10/27/13,Ross Douthat,m
State of the Union,10/27/13,John Fleming,m
State of the Union,10/27/13,Mike D. Rogers,m
State of the Union,10/27/13,Cornell Belcher,m
This Week,10/27/13,Howard Dean,m
This Week,10/27/13,Joe Manchin III,m
This Week,10/27/13,Dick Cheney,m
This Week,10/27/13,John Barrasso,m
Face the Nation,11/3/13,Jan Crawford,f
Face the Nation,11/3/13,David Ignatius,m
Face the Nation,11/3/13,Michael Hayden,m
Face the Nation,11/3/13,David Sanger,m
Face the Nation,11/3/13,Dianne Feinstein,f
Face the Nation,11/3/13,Alexandra Zapruder,f
Face the Nation,11/3/13,Mike D. Rogers,m
Face the Nation,11/3/13,John Dickerson,m
Face the Nation,11/3/13,Dick Stolley,m
Fox News Sunday,11/3/13,Ezekiel Emanuel,m
Fox News Sunday,11/3/13,Scott P. Brown,m
Fox News Sunday,11/3/13,Julie Pace,f
Fox News Sunday,11/3/13,Evan Bayh,m
Fox News Sunday,11/3/13,Lindsey Graham,m
Fox News Sunday,11/3/13,Karl Rove,m
Fox News Sunday,11/3/13,James Capretta,m
Meet the Press,11/3/13,Bill Kristol,m
Meet the Press,11/3/13,Katty Kay,f
Meet the Press,11/3/13,Chuck Todd,m
Meet the Press,11/3/13,Mitt Romney,m
Meet the Press,11/3/13,David Axelrod,m
Meet the Press,11/3/13,Deval Patrick,m
Meet the Press,11/3/13,Steve Beshear,m
Meet the Press,11/3/13,John Kasich,m
Meet the Press,11/3/13,Bob Woodward,m
State of the Union,11/3/13,Kelly Ayotte,f
State of the Union,11/3/13,Neera Tanden,f
State of the Union,11/3/13,David Maraniss,m
State of the Union,11/3/13,Michael McCaul ,m
State of the Union,11/3/13,Newt Gingrich,m
This Week,11/3/13,Peggy Noonan,f
This Week,11/3/13,Dan Pfeiffer,m
This Week,11/3/13,Jonathan Karl,m
This Week,11/3/13,Rand Paul,m
This Week,11/3/13,Matthew Dowd,m
This Week,11/3/13,Van Jones,m
Face the Nation,11/10/13,Stephanie Cutter,f
Face the Nation,11/10/13,Leon E. Panetta,m
Face the Nation,11/10/13,Phil Musser,m
Face the Nation,11/10/13,Chris Christie,m
Face the Nation,11/10/13,Amy Walter,f
Face the Nation,11/10/13,John Dickerson,m
Fox News Sunday,11/10/13,Brian Kilmeade,m
Fox News Sunday,11/10/13,Brit Hume,m
Fox News Sunday,11/10/13,Mara Liasson,f
Fox News Sunday,11/10/13,Stephen Curry,m
Fox News Sunday,11/10/13,George Will,m
Fox News Sunday,11/10/13,Chris Christie,m
Fox News Sunday,11/10/13,Cade Joiner,m
Fox News Sunday,11/10/13,Juan Williams,m
Fox News Sunday,11/10/13,Ron Pollack,m
Meet the Press,11/10/13,Mark Halperin,m
Meet the Press,11/10/13,Richard J. Durbin,m
Meet the Press,11/10/13,Doris Kearns Goodwin,f
Meet the Press,11/10/13,Harry Smith,m
Meet the Press,11/10/13,Chris Christie,m
Meet the Press,11/10/13,Donna Edwards,f
Meet the Press,11/10/13,Bob Corker,m
State of the Union,11/10/13,Debbie Wasserman Schultz,f
State of the Union,11/10/13,Artur Davis,m
State of the Union,11/10/13,Lindsey Graham,m
State of the Union,11/10/13,Hilary Rosen,f
State of the Union,11/10/13,Ron Brownstein,m
State of the Union,11/10/13,Reince Priebus,m
State of the Union,11/10/13,Bob Dole,m
This Week,11/10/13,John Goodman,m
This Week,11/10/13,John Heilemann,m
This Week,11/10/13,Rick Perry,m
This Week,11/10/13,George Stroumboulopoulos,m
This Week,11/10/13,Charles E. Schumer,m
This Week,11/10/13,Chris Christie,m
This Week,11/10/13,Paul Gigot,m
This Week,11/10/13,Cokie Roberts,f
This Week,11/10/13,Ana Navarro,f
This Week,11/10/13,Keith Ellison,m
Face the Nation,11/17/13,Peggy Noonan,f
Face the Nation,11/17/13,David Gergen,m
Face the Nation,11/17/13,Luci Baines Johnson,f
Face the Nation,11/17/13,Thurston Clarke,m
Face the Nation,11/17/13,Douglas Brinkley,m
Face the Nation,11/17/13,Roland Jones,m
Face the Nation,11/17/13,Mike Cochran,m
Face the Nation,11/17/13,Hugh Aynesworth,m
Face the Nation,11/17/13,Larry Sabato,m
Fox News Sunday,11/17/13,Scott Harwig,m
Fox News Sunday,11/17/13,Brit Hume,m
Fox News Sunday,11/17/13,Elizabeth (Liz) Cheney,f
Fox News Sunday,11/17/13,Judy Woodruff,f
Fox News Sunday,11/17/13,George Will,m
Fox News Sunday,11/17/13,Kathleen Kennedy Townsend,f
Fox News Sunday,11/17/13,Patrick J. Kennedy,m
Fox News Sunday,11/17/13,Bob Woodward,m
Meet the Press,11/17/13,Kelly Ayotte,f
Meet the Press,11/17/13,Dan Henniner,m
Meet the Press,11/17/13,Ezra Klein,m
Meet the Press,11/17/13,Chris Matthews,m
Meet the Press,11/17/13,Nancy Pelosi,f
Meet the Press,11/17/13,Tom Brokaw,m
Meet the Press,11/17/13,Mike Murphy,m
Meet the Press,11/17/13,Kathleen Parker,f
State of the Union,11/17/13,James E. Clyburn ,m
State of the Union,11/17/13,John Barrasso,m
State of the Union,11/17/13,Benjamin Netanyahu,m
State of the Union,11/17/13,Amy Walter,f
State of the Union,11/17/13,Ross Douthat,m
State of the Union,11/17/13,Van Jones,m
This Week,11/17/13,Adam Kinzinger,m
This Week,11/17/13,David Plouffe,m
This Week,11/17/13,Bret Stephens,m
This Week,11/17/13,Ken Burns,m
This Week,11/17/13,Kirsten Gillibrand,f
This Week,11/17/13,Howard Dean,m
This Week,11/17/13,Scott Walker,m
This Week,11/17/13,Gwen Ifill,f
This Week,11/17/13,Matthew Dowd,m
This Week,11/17/13,Patrick J. Kennedy,m
This Week,11/17/13,Erik Prince,m
Face the Nation,11/24/13,Kevin McCarthy,m
Face the Nation,11/24/13,Steny H. Hoyer,m
Face the Nation,11/24/13,David Rohde,m
Face the Nation,11/24/13,Kimberley Strassel,f
Face the Nation,11/24/13,David Sanger,m
Face the Nation,11/24/13,Clint Hill,m
Face the Nation,11/24/13,John Dickerson,m
Fox News Sunday,11/24/13,Sarah Palin,f
Fox News Sunday,11/24/13,Ann Romney,f
Fox News Sunday,11/24/13,Nina Easton,f
Fox News Sunday,11/24/13,George Will,m
Fox News Sunday,11/24/13,Julie Pace,f
Fox News Sunday,11/24/13,Benjamin L. Cardin,m
Fox News Sunday,11/24/13,Juan Williams,m
Fox News Sunday,11/24/13,Bob Corker,m
State of the Union,11/24/13,Ed Royce,m
State of the Union,11/24/13,Eliot L. Engel,m
State of the Union,11/24/13,A.B. Stoddard,f
State of the Union,11/24/13,Alex Castellanos,m
State of the Union,11/24/13,Bernard Sanders,m
State of the Union,11/24/13,Bill Burton,m
State of the Union,11/24/13,Ron Johnson,m
This Week,11/24/13,Bill Kristol,m
This Week,11/24/13,Donna Brazile,f
This Week,11/24/13,Saxby Chambliss,m
This Week,11/24/13,Mark Zuckerberg,m
This Week,11/24/13,Matthew Dowd,m
This Week,11/24/13,Cokie Roberts,f
This Week,11/24/13,Tim Kaine,m
This Week,11/24/13,Maya Angelou,f
Face the Nation,12/1/13,Bill Kristol,m
Face the Nation,12/1/13,A. Scott Berg,m
Face the Nation,12/1/13,Scott Walker,m
Face the Nation,12/1/13,Peter Baker,m
Face the Nation,12/1/13,Doris Kearns Goodwin,f
Face the Nation,12/1/13,Bob Corker,m
Face the Nation,12/1/13,Robert Menendez,m
Face the Nation,12/1/13,Bill Daley,m
Fox News Sunday,12/1/13,Neera Tanden,f
Fox News Sunday,12/1/13,Sandy Lerner,f
Fox News Sunday,12/1/13,Michael Hayden,m
Fox News Sunday,12/1/13,Brit Hume,m
Fox News Sunday,12/1/13,George Will,m
Fox News Sunday,12/1/13,Evan Bayh,m
Fox News Sunday,12/1/13,Jane Harman,f
Fox News Sunday,12/1/13,James Capretta,m
Meet the Press,12/1/13,Ezekiel Emanuel,m
Meet the Press,12/1/13,Chuck Todd,m
Meet the Press,12/1/13,Timothy Dolan,m
Meet the Press,12/1/13,Stephanie Rawlings-Blake,f
Meet the Press,12/1/13,Harry Smith,m
Meet the Press,12/1/13,Chris Van Hollen,m
Meet the Press,12/1/13,David Brooks,m
Meet the Press,12/1/13,Mike D. Rogers,m
Meet the Press,12/1/13,Andrea Mitchell,f
State of the Union,12/1/13,Donna Brazile,f
State of the Union,12/1/13,Howard Dean,m
State of the Union,12/1/13,Kevin Madden,m
State of the Union,12/1/13,Rick Santorum,m
State of the Union,12/1/13,Dianne Feinstein,f
State of the Union,12/1/13,Mike D. Rogers,m
State of the Union,12/1/13,Corey Dade,m
This Week,12/1/13,Peggy Noonan,f
This Week,12/1/13,Tom Cole ,m
This Week,12/1/13,Tom Donilon,m
This Week,12/1/13,Bono,m
This Week,12/1/13,David Plouffe,m
This Week,12/1/13,Christine Brennan,f
This Week,12/1/13,Joe DeLamielleure,m
This Week,12/1/13,Richard Besser,m
This Week,12/1/13,Keith Ellison,m
This Week,12/1/13,Mark Fainaru-Wada,m
Face the Nation,12/8/13,John Lewis,m
Face the Nation,12/8/13,Richard Stengel,m
Face the Nation,12/8/13,Lorraine Miller,f
Face the Nation,12/8/13,Gayle King,f
Face the Nation,12/8/13,Gwen Ifill,f
Face the Nation,12/8/13,James A. Baker III,m
Face the Nation,12/8/13,Michele Norris,f
Face the Nation,12/8/13,Randall Robinson,m
Face the Nation,12/8/13,Maya Angelou,f
Face the Nation,12/8/13,Elizabeth Palmer,f
Face the Nation,12/8/13,Margaret Brennan,f
Face the Nation,12/8/13,Chuck Hagel,m
Face the Nation,12/8/13,Colin L. Powell,m
Fox News Sunday,12/8/13,Ezekiel Emanuel,m
Fox News Sunday,12/8/13,Brit Hume,m
Fox News Sunday,12/8/13,George Will,m
Fox News Sunday,12/8/13,Pik Botha,m
Fox News Sunday,12/8/13,Rand Paul,m
Fox News Sunday,12/8/13,Juan Williams,m
Meet the Press,12/8/13,Charles Ogletree,m
Meet the Press,12/8/13,Richard Stengel,m
Meet the Press,12/8/13,Katty Kay,f
Meet the Press,12/8/13,Jesse Jackson,m
Meet the Press,12/8/13,Al Sharpton Jr.,m
Meet the Press,12/8/13,Harry Smith,m
Meet the Press,12/8/13,Tom Brokaw,m
Meet the Press,12/8/13,Paul Gigot,m
Meet the Press,12/8/13,Charlayne Hunter-Gault,f
State of the Union,12/8/13,Adam B. Schiff,m
State of the Union,12/8/13,Mark Zandi,m
State of the Union,12/8/13,Ken Blackwell,m
State of the Union,12/8/13,Annie Lowrey,f
State of the Union,12/8/13,Kevin Hassett,m
State of the Union,12/8/13,Michael McCaul ,m
State of the Union,12/8/13,Newt Gingrich,m
State of the Union,12/8/13,Susan Page,f
State of the Union,12/8/13,Mo Elleithee,m
This Week,12/8/13,Michael Eric Dyson,m
This Week,12/8/13,Richard J. Durbin,m
This Week,12/8/13,Gay McDougall,f
This Week,12/8/13,Stan Greenberg,m
This Week,12/8/13,Mary Matalin,f
This Week,12/8/13,Rob Portman,m
This Week,12/8/13,Matthew Dowd,m
This Week,12/8/13,James Carville,m
This Week,12/8/13,Bill Keller,m
Face the Nation,12/15/13,Richard J. Durbin,m
Face the Nation,12/15/13,John McCain,m
Face the Nation,12/15/13,Thomas Friedman,m
Face the Nation,12/15/13,Jeffrey Goldberg,m
Face the Nation,12/15/13,Radhika Jones,f
Face the Nation,12/15/13,Clarissa Ward,f
Face the Nation,12/15/13,Tom Modise,m
Face the Nation,12/15/13,Allen Pizzey,m
Face the Nation,12/15/13,Debora Patta,m
Face the Nation,12/15/13,John Carlin,m
Fox News Sunday,12/15/13,Bill Kristol,m
Fox News Sunday,12/15/13,Mark Kelly,m
Fox News Sunday,12/15/13,Paul D. Ryan ,m
Fox News Sunday,12/15/13,Brit Hume,m
Fox News Sunday,12/15/13,Julie Pace,f
Fox News Sunday,12/15/13,Carlee Soto,f
Fox News Sunday,12/15/13,Larry Pratt,m
Fox News Sunday,12/15/13,Molly Ringwald,f
Fox News Sunday,12/15/13,Bob Woodward,m
Meet the Press,12/15/13,Patty Murray,f
Meet the Press,12/15/13,Nancy Gibbs,f
Meet the Press,12/15/13,Paul D. Ryan ,m
Meet the Press,12/15/13,Michael Hayden,m
Meet the Press,12/15/13,Scott Walker,m
Meet the Press,12/15/13,Steve Inskeep,m
Meet the Press,12/15/13,Bill Richardson,m
Meet the Press,12/15/13,Kathleen Parker,f
State of the Union,12/15/13,John McCain,m
State of the Union,12/15/13,Dana Milbank,m
State of the Union,12/15/13,Peter Orszag,m
State of the Union,12/15/13,Douglas Holtz-Eakin,m
State of the Union,12/15/13,Ramesh Ponnuru,m
State of the Union,12/15/13,Rana Foroohar,f
State of the Union,12/15/13,Amy Walter,f
This Week,12/15/13,John Kerry,m
This Week,12/15/13,Robert Reich,m
This Week,12/15/13,Newt Gingrich,m
This Week,12/15/13,Cokie Roberts,f
This Week,12/15/13,Ana Navarro,f
This Week,12/15/13,Andrea Elliott,f
Face the Nation,12/22/13,Terry McMillan,f
Face the Nation,12/22/13,Rick Atkinson,m
Face the Nation,12/22/13,David Martin,m
Face the Nation,12/22/13,Major Garrett,m
Face the Nation,12/22/13,George Saunders,m
Face the Nation,12/22/13,Michael Morell,m
Face the Nation,12/22/13,Margaret Brennan,f
Face the Nation,12/22/13,Michael Connelly,m
Face the Nation,12/22/13,Nancy Cordes,f
Fox News Sunday,12/22/13,Mike Huckabee,m
Meet the Press,12/22/13,Robert Gibbs,m
Meet the Press,12/22/13,Jim Inhofe,m
Meet the Press,12/22/13,Christine Lagarde,f
Meet the Press,12/22/13,Peter T. King,m
Meet the Press,12/22/13,Charles E. Schumer,m
Meet the Press,12/22/13,E.J. Dionne,m
Meet the Press,12/22/13,David Brooks,m
Meet the Press,12/22/13,Ana Navarro,f
Meet the Press,12/22/13,Patrick J. Leahy,m
Meet the Press,12/22/13,Tom Coburn,m
State of the Union,12/22/13,Aaron Schock,m
State of the Union,12/22/13,Tulsi Gabbard,f
State of the Union,12/22/13,Joe Manchin III,m
State of the Union,12/22/13,George Will,m
State of the Union,12/22/13,Newt Gingrich,m
State of the Union,12/22/13,Kirsten Powers,f
State of the Union,12/22/13,Juan Williams,m
State of the Union,12/22/13,Joel Osteen,m
State of the Union,12/22/13,Charles Krauthammer,m
State of the Union,12/22/13,Morrill Worcester,m
This Week,12/22/13,Bill Kristol,m
This Week,12/22/13,Donna Brazile,f
This Week,12/22/13,Greta Van Susteren,f
This Week,12/22/13,Matthew Dowd,m
This Week,12/22/13,Patrick Stewart,m
This Week,12/22/13,Ian McKellen,m
This Week,12/22/13,Steven Rattner,m
This Week,12/22/13,Mike D. Rogers,m
This Week,12/22/13,Mark Udall,m
Face the Nation,12/29/13,Laura Sydell,f
Face the Nation,12/29/13,Thomas Drake,m
Face the Nation,12/29/13,Seth Fletcher,m
Face the Nation,12/29/13,Michael Hayden,m
Face the Nation,12/29/13,Jeffrey Kluger,m
Face the Nation,12/29/13,Jesselyn Radack,f
Face the Nation,12/29/13,Barton Gellman,m
Face the Nation,12/29/13,James Fallows,m
Fox News Sunday,12/29/13,Adam B. Schiff,m
Fox News Sunday,12/29/13,Scott Gottlieb,m
Fox News Sunday,12/29/13,Scott P. Brown,m
Fox News Sunday,12/29/13,Brit Hume,m
Fox News Sunday,12/29/13,Howard Dean,m
Fox News Sunday,12/29/13,Mara Liasson,f
Fox News Sunday,12/29/13,Joseph I. Lieberman,m
Fox News Sunday,12/29/13,Mike D. Rogers,m
Meet the Press,12/29/13,Eugene Robinson,m
Meet the Press,12/29/13,Darrell Issa,m
Meet the Press,12/29/13,Joaquin Castro ,m
Meet the Press,12/29/13,Jon M. Huntsman Jr.,m
Meet the Press,12/29/13,Robin Wright,f
Meet the Press,12/29/13,Ben Wizner,m
Meet the Press,12/29/13,Andrea Mitchell,f
State of the Union,12/29/13,Donna Brazile,f
State of the Union,12/29/13,Neera Tanden,f
State of the Union,12/29/13,Ana Navarro,f
State of the Union,12/29/13,S.E. Cupp,f
Face the Nation,1/5/14,Harry Reid,m
Face the Nation,1/5/14,David Ignatius,m
Face the Nation,1/5/14,Matt Salmon,m
Face the Nation,1/5/14,Peter T. King,m
Face the Nation,1/5/14,David Sanger,m
Face the Nation,1/5/14,John Dickerson,m
Face the Nation,1/5/14,Peggy Noonan,f
Fox News Sunday,1/5/14,Mark Rienzi,m
Fox News Sunday,1/5/14,Brit Hume,m
